Text Description,Participant ID,Playlist ID,Video ID,Segment Name,CMA,Valence,Arousal
"This was quite exciting. I would have felt scared and nervous as well if i was in his stead. When the person jumped it felt relieving, i felt the fullness of life, if i was there it would have been the best moment of my life. It was exciting but i did not feel like i was the one doing it. I was just enjoying it as a third person. I have a fear of heights, and this video did not seem like it was happening to me becuase if I was there, I would have been very low and bent down to ensure I am not standing stright up. I was trying to somehow make the video do that which was not possible, and hence it did not feel real. I intentionally avoided looking when he jumped becuase I was scared. When his friends mentioned that it was a 200 ft tall rope, I kept imagining how deep that fall could be",35,1,5,CanyonSwing,HVHA,5,5
"At my native place we have a garden and woods, so i keep roaming in such scenes. It felt familiar because of that. I like exploring such places, but i would also be scared of appearances of wild animals. I was slightly alert because of that. I felt like i was watching a movie becuase the camera was static. I wanted to get up and move around. The transitions were very slow as well.  ",35,1,6,Redwoods,HVLA,5,3
"This is one of my life dreams. The parachute gives a sense of safety but when the forests came i got a bit scared. I was thinking what if the parachute gets stuck in that tree and I crash. I got a bit scared and nervous when the trees came. I was very excited otherwise. The uplifitng music made me feel more excited, but i felt like a third person. ",35,1,7,Speedflying,HVHA,5,5
"I have never been on a beach so this is also a dream of mine. After seeing this, the rides, ships and all, the sunset was actually very nice. I did feel that I am in a VR setting and this is not really me. This was mostly due to the narration and the camera angles. The movements felt fake.",35,1,8,InstantCaribbean,HVLA,4,3
"I was very nervous for this, I felt very sad for all the houses that were destroyed and all the lives that were lost. I was able to comprehend what is happening at what moment. It took some time for me to see what is happening and for the sadness to set in. The VR immersion also added to the impact. I felt like i was there, witnessing all this, about 80% of the time. This was mostly because of the camera angle. The narration was also clear",36,2,1,NepalEarthquake,LVLA,1,1
"This made me feel a bit sad. I could not understand the concept of zombies, it feflt more like a war. I am usually affected by such events, hence I felt sad, because it felt like they are killing others in war. Later I started having a bit of fun, it felt like I am walking with them. The enarration was not very clear, but the audio added effect. ",36,2,2,ZombieApocalypse,LVHA,1,2
"I felt at peace, very pleasant and peaceful experience. I usually like being by myself, so I felt good here. The audio was not great, but it felt like I am sitting there. I liked the quality of the video and enjoyed it throughout. I did not feel any other mix of emotions",36,2,3,AbandonedBuilding,LVLA,4,4
"I feel afraid here, because I realised that there are kidnappings done by other people. I felt like the person in teh video just got kidnapped, but not so much that I got kidnapped. It also lead to nervousness, as I usually do not consume such content, I do not like thriller movies. ",36,2,4,Kidnapped,LVHA,1,2
"I felt happy and calm in this, with some moments of fear. I haven't been on rollercoasters before, but here at some instances i felt like i was actually in the rollercoaster. ",36,2,5,MegaCoaster,HVHA,3,3
"I felt very calm and happy in this. I haven't been on any beach in real life but in this video I roamed around everywhere, and since there was nobody else it felt nice. I saw the sunrise, and I like such scenes. I felt very present, and the video quality was good as well.",36,2,6,MalaekahanaSunrise,HVLA,5,3
"I like puppies in real life so this made me very happy as well. The camera angle was a bit up-down, so it felt a bit weird, but it did not hinder in my emotional experience. I did not like the music in this though. I did not feel present there, but I felt like an observer, a third person.",36,2,7,PuppiesHost,HVHA,5,3
"This was a good video, the drone perspective did not hinder anything much. The audio was good, and the transitions as well. I felt calm, and a bit of excitement.",36,2,8,GreatOceanRoad,HVLA,5,3
"I was wondering why it happened. I wanted to set the context, why did it happen, what happened, etc. Initially i was uncomforatble with teh VR as well, but it worked out eventually. The video showed both the active lives of soldiers and the emotions they go through. It made me feel multiple emotions. The audio caused some strain, since it tried to make me attentive and focus. I did not feel like i was there as a person, It felt like they were showing it to me through a screen and I was just watching. I felt 70% immersed, while for movies it is around 30-40%, so it was more immersive for sure. I also got excited since I was put in a tank and I have never seen one from the inside.",37,3,1,Warknownonation,LVHA,3,3
"it gave me a sense of peace, but since the last video was about war i felt that in this as well there will be some attack from somewhere, so I was initially on alert. I was impacted by the last video and expected something similar throughout the first half of this video as well, but after that i felt sleepy. I was at peace with the natural sounds, bird chirps, and waterfalls. I was sleepy because  of all that and I was relaxed. I felt like I was on the bridge",37,3,2,Redwoods,HVLA,4,4
"I had a very questioning mindset, regarding the hows, whys and whats of the video. I wwas ashamed in a sense, because I felt that somewhere we all are responsible for this happening in our world. I felt sad upset and emotional. I wanted to help them, since I have been to slums in real life and I interact with children there a lot. This is why i felt so emotional, and that sense was strong. The transitions were not very nice, then i was not able to realte because i had to search so much whenever the scene changed. The narration was responsible for a lot of engagement. I sometimes had to read the captions to understand as well. When people were looking at the camera, I felt like they were looking at me.",37,3,3,HappyLand,LVLA,2,3
"I was excited for this, the audio added a lot to that emotion as well. The camera was at tehe wrong angle though, because it felt like i was on the person's head rather than at their eye level. I am also afraid of heights, but the camera was not clear to show the actual depth of that height so i did not feel scared. ",37,3,4,Speedflying,HVHA,4,4
"I am not very used to islands and I do not want to be, but it felt good when they were jsut flying in the sky watching the sea, but this was only in the initial stages of the video. I liked the drone angle and I felt happy when the sunset was happening, it made me feel caalm and composed. I did noto notice the narration that much so it was not very helpful, i just focused on watching the video",37,3,5,InstantCaribbean,HVLA,5,4
"I felt alert and attentive, since there was such an active criminal in the video. I was having sympathy for the criminal in the beginning, since I was relating to it as i had watched a web series 2 days ago called Money Heist. In that series the father of the criminal was killed by the policeman so these scenes were relatable in that sense. I felt sad because i had thatt association with the web series, but later i realised these are 2 different scenarios. Then when the criminal started doing more activities like opening his handcuffs, I became attentive. It felt like a movie in some sense, but mostly because I have seen similar things before",37,3,6,Jailbreak,LVHA,3,3
"I was sad and upset, again questioning the hows and the whys. I was able to see more impact with the audio, and the text was also legible. I was able to relate to the swamps in the video more since it mentioned there were crocodiles and all. The narration left a huge imapact since it was highlighting the challenges faced. ",37,3,7,TheDisplaced,LVLA,2,4
"I was a bit troubled by the 2 different camera angles. It was not consistent and i could not feel the depth. I was excited, and little bit scared. The audio was better since there was no music and i could hear all the things that were happening in the video rather than listening to music, it felt more realistic that way",37,3,8,CanyonSwing,HVHA,4,4
"I was curious. I wanted to know what is happening around me as I was uncertain about it. I did not have any problems navigating around, and I understood that I am within a VR setting. Initially I could not tell that they are talking to me but then soon i realised that i was being kidnapped, but i did not feel like that, because objectively I knew i am in VR, but it was very close to reality. I felt a little anxious, but only to know what exactly was happening. The conversations were not very clear either, so I could not understand them.",38,4,1,Kidnapped,LVHA,3,2
"Initially, I was expecting that there would be some movement or some activity like the previous one. But then I understood that this is a beach view, and then I went into enjoying and experiencing the video. It was a bit similar to real life beach experiences, but not completely. The camera quality was sufficiently good, but if it was better it could have been nicer. Since there was no wind as well, I could tell that this is not real life, but the video was very good. it created a sense of calm and wonder within me, which usually happens in real life as well. I felt that I wanteed to walk around and go to the person sitting behind me, I was expecting some activity to happen, but eventually I understood that this is just a person, and I'm also expected to enjoy with him.",38,4,2,MalaekahanaSunrise,HVLA,4,1
"I was majorly irritated. I thought that this was a video where there is a soldier camp or something, and somebody has come inside it and some war is being announced and they have to go. And then when I saw the zombies and all, and then it felt unnatural. I am noto familiar with these types of content, I do not watch such movies a lot. The zombies felt like humans only, it felt like a movie, like i am watching from a third-person's perspective.",38,4,3,ZombieApocalypse,LVHA,2,4
"I felt very warm and nice watching these videos. Warm and nice people, people being happy around. I like puppies in real life.  I tuned myself that this might be a camera that might be kept there, and then the puppy is coming very close to me, that created a sense of excitement also, cheerfulness kind of emotion. Since the camera was so low in height  initially, I felt that I might be the puppy itself, a very small creature. But then I eventually realized that the camera where it is being kept.",38,4,4,PuppiesHost,HVHA,4,2
"I felt warm and happy watching this. I could realise that this was captured using a drone, and I am able to feel the way it ususally is in blogs and videos. Initially I thought i was being taken up and above, but then i realised it was a drone. there were slight changes of view, that made me realise that this s a video which i am watching and is not an experience, it impacted my immersion and i got conscious of the fact that I am in VR. ",38,4,5,GreatOceanRoad,HVLA,4,2
"After a certain point of time, it felt very lonely and uncomfortable. Not very lonely, but it started feeling a little uncomfortable. it made me think in a philosophical way, like nobody being around and maybe this place is being abandoned or I am being left alone. It generated a negative emotion within me. I was expecting some activity to happen around, but there wasn't.",38,4,6,AbandonedBuilding,LVLA,2,3
"I became sad to know about this situation, and I felt sorry for it. I felt a little helpless, like what to do about it. I've heard it in the news, and I connected that there was an earthquake a few years back. I felt very sad and thought about the general temporary nature of life. The black circle below me hindered my experience a lot, but in some time i got used to it. the narration helped me a lot. there were certain parts to the video where I felt like I am one of them, standing in the queue to get food. The perspective felt very natural with the other people around me at the right height. ",38,4,7,NepalEarthquake,LVLA,2,3
"This was exciting and enjoyable. Initially I felt it very much, like we feel on slides. In some partes there were instances where the movement felt unreal becuase it is not that scary as it is in a real rollercoaster which I have experienced a lot. But still, there were clear moments of a real feeling within the video. Once i start enjoying the cideos I start feeling the way they are supposed to feel in real life. ",38,4,8,MegaCoaster,HVHA,4,4
"I could feel the sense of seperation. The part where the family members of the soldiers were crying or saying goodbye or something, I think that was the main part for me where i focused. I could feel a bit sad, but not too much into the feeling. I could feel more for the family bonding, but not that sad, like I won't cry after watching this. Due to unfamiliarity with VR, normally when you are watching a video on television screen or something, or in real life, you are more attentive as like all of a sudden something happens you will be reacting quickly, but here it was a bit different for me. I was trying to be more attentive, but I couldn't. The audio made me feel more present. I haven't been in a war situation, but I could relate to it based on the movies I've watched, some of them were on world war 2 and all.",39,3,1,Warknownonation,LVHA,4,4
"I felt like I wanted to meditate. I would love to be there, it was very calming. i was like focusing on the different sounds that were there of birds and bird chips. Initially there was a photographer but we couldnt see him later, really so nobody else was there, so i was trying to find if there are like birds or other human beings in the video, but there were none. I felt like was actually there. I was trying to feel what I would feel if i was really there, obviously I knew this was not real but the entire focus was to feel and try to be there in that moment. I was voluntarily trying myself. I thought maybe just for for a few seconds or for that minute I could meditate. The slow transitions helped a bit, but i think there were different frames and they werent smooth transitions, there was some frame and then there was something else. If it was a continuous video I would have maybe felt better.",39,3,2,Redwoods,HVLA,5,5
"This scenario we keep seeing it around us also, so this was something we are very familiar of, we are used to. So here the only thing that came to my mind was that i also want to do something like this to help or something.I was mostly thinking about these things and i was listening to what that lady was saying about helping the children and that one girl. I was feeling a little sad about the situation where they have to just live in the slum and they dont have basic facilities, i was also observing like some of the girls have good clothes, they were wearing pretty clothes and some of them had nothing. It ffelt like a third person perspective, like somebody who is standing there watching everything happen. i actually felt like connected, because the most of the children they were looking into the camera so it felt like they are looking at me and we are having a direct eye contact so yeah it felt real that way, but i saw a circle whenever i looked down.",39,3,3,HappyLand,LVLA,4,1
"i actually felt as if it is me, i wanted to feel it because i havent done it in real as of yet, and maybe i'll do it in the future. i couldnt do it so i felt why not experience it now? While I can experience this, I also felt that it would have been better if we had like an Air Conditioner that could make it feel more realistic, if there was some wind near me, but otherwise it felt very real. I was excited, a bit motion sick but that was because of the mountains. I did not feel fear, and the music helped in this case, and I felt like i am actually doing it as that person",39,3,4,Speedflying,HVHA,5,4
"It did not feel that real, because we get to see this kind of a video on our televisions ro like mobiles. It felt like a 2d video to me, I couldn't relate to it. The sunset was pleasant to the eyes, but for other parts i think it felt okayish. The slide part, I could not feel that I was that person because in the first slide the camera was outside the slide, but changed in the second one, so did not feel real to me.The audio helped in understanding the scene, but only the sunset sscene was calming.",39,3,5,InstantCaribbean,HVLA,4,2
"I found this interesting, I did not feel like I am that person but still the camera was set up like I am supposed to be that person. In some places it was like that, and in other places it was as if i am a third person, but this video was nice. it felt thrilling and exciting, I was thinking what is going to happen next, and anticipating. I do not usually like such content but this was a short clip and it was good and engaging, but i wanted to see more at the end. it was dissapointing that it ended early, since i wanted to know if he escaped or not. It gave me a sense of excitement and by the end iwas dissapointed becuase I could not see the end. It would have been fine without narration as well.",39,3,6,Jailbreak,LVHA,4,5
"In this video I wanted to feel if I was tehre in the same situation, either noramlly or even in a war situation. I wanted to know how does it feel to leave your home. I felt sad, I was also curious to see how he survives. The subtitles were also pressent. I found the story interesting which made me engage with it more",39,3,7,TheDisplaced,LVLA,3,1
"I was thinking why do people do this, what is the need for all this. I did not want to do it. I knew I won't be shown blood and all but I was questioning again and again what if he falls and hits something, I was not interested in watching. I was trying to feel what would I feel in that situation if i was there, because I am not going to do it anyway. I tried to feel from his perspective, I could also feel some nausea and motion sickness, but I could not relate to this video.",39,3,8,CanyonSwing,HVHA,3,1
"I was into seeing around and where I am, tt was good. I did not feel much emotion because it felt like in a movie, and I felt like when I look down, there was a shirt and the neck. It was meant to be a little funny, I guess. I was not very scared. It was like a theatre experience, but I felt like I was that person, present in the car and all. But it was not very funny, more neutral",40,4,1,Kidnapped,LVHA,4,1
"It was pretty and nice. I felt happy, calm. I could not feel like I was sitting on the beach, it was more third person perspective in this one. It was not like I am sitting on the beach or something, but it was better than watching a movie. I felt like I could see around and all, that was nice. The audio added a lot of impact. It was looking like I’m viewing from above, the camera perspective was not like I was the person, because I could not see my body. It was not very realistic when compared to an actual beach experience.",40,4,2,MalaekahanaSunrise,HVLA,3,1
"I felt very bad, it was very loud and a lot of guns were present, and it did not feel good. It was like I could not figure out what's happening, I could not tell it was a zombie apocalypse. Now I know because you told me. It was scary and a bit irritating, due to the loud noises and guns and everything. I felt like i was there, but the audio gave a negative impact.",40,4,3,ZombieApocalypse,LVHA,5,4
"This was a happy video, I felt very happy. I like puppies in real life. The camera was kept low, which sometimes led me to not be able to figure out where the puppies are and all. The audio helped, it was very cheerful. I felt like I was there in the puppy cafe, like when dogs came towards my side, so I was able to figure out that. I could also see people holding the puppies and all, that was a good addition",40,4,4,PuppiesHost,HVHA,5,2
"I felt motion sickness in this one. I was feeling like I am above all this. Like, in a helicopter, watching all this, there was a lot of motion. But it was pretty, I liked it, the video was nice but just a bit motion sick.",40,4,5,GreatOceanRoad,HVLA,3,2
"After a minute or two I wanted to get out of there, I wanted the video to end. Because it was abandoned, there was no one, and I could not even move. If I could move, then I could have gone into the building and see what is going on there. But I could not move. There was just one place, which was irritating. I guess the whole concept is a very sad kind of a situation. ",40,4,6,AbandonedBuilding,LVLA,3,2
"This made me feel very bad. I did not feel like i was there, it was more of a third person perspective, and there were places where the people were bigger than the buildings due to the camera. That made me feel like i was not there. But yeah, the video in itself was very sad. One more factor was the language",40,4,7,NepalEarthquake,LVLA,2,4
"I felt pukish here. I knew that I am not in the roller coaster, because usually I feel very scared when I’m there. So, I knew that feeling was not there. I think this video is not good. I have been to rollercoasters when I was a kid.",40,4,8,MegaCoaster,HVHA,3,3
